시도,시군구,어린이집유형,어린이집명,전화번호,주소
대구광역시,달성군,가정,키즈맘어린이집,053-583-5066,대구광역시 달성군 다사읍 서재로12길 41-16 103동 106호(와룡건영캐스빌)
대구광역시,달성군,국공립,강림어린이집,053-617-9801,대구광역시 달성군 옥포면 돌미로 51 천년나무2단지
대구광역시,달성군,국공립,대성베르힐어린이집,053-615-4700,대구광역시 달성군 옥포읍 돌미로8길 19
대구광역시,달성군,국공립,르상트레빌어린이집,053-617-0880,대구광역시 달성군 옥포읍 금계길 12
대구광역시,달성군,국공립,미진아이마루어린이집,053-614-6784,대구광역시 달성군 옥포읍 비슬로447길 56 108동 1층
대구광역시,달성군,국공립,옥포서한이다음어린이집,053-614-7679,대구광역시 달성군 옥포읍 돌미로6길 5
대구광역시,달성군,국공립,옥포어린이집,053-614-5644,대구광역시 달성군 옥포면 신당4길 25 공립옥포어린이집
대구광역시,달성군,국공립,옥포이진캐스빌어린이집,053-614-7892,대구광역시 달성군 옥포읍 비슬로 2001
대구광역시,달성군,민간,가온빛어린이집,053-614-2999,대구광역시 달성군 옥포읍 비슬로 1941 LH허브시티 관리동
대구광역시,달성군,민간,베르힐어린이집,053-617-0708,대구광역시 달성군 옥포면 돌미로 70
대구광역시,달성군,민간,아이원어린이집,053-616-8585,대구광역시 달성군 옥포면 금계길 53-1
대구광역시,달성군,민간,옥포천년나무어린이집,053-611-8855,대구광역시 달성군 옥포면 돌미로2길 15 대구옥포LH천년나무 3단지
대구광역시,달성군,가정,꼬꼬마어린이집,053-614-6141,대구광역시 달성군 옥포면 돌미로 70 417동 103호(옥포대성베르힐4단지)
대구광역시,달성군,가정,이지비아어린이집,053-294-9224,대구광역시 달성군 옥포면 비슬로447길 56 101동 104호(미진이지비아)
대구광역시,달성군,직장,달성군청직장어린이집,053-721-7704,대구광역시 달성군 옥포면 강림3길 42
대구광역시,달성군,국공립,반도유보라어린이집,053-611-5013,대구광역시 달성군 유가면 테크노대로 195 대구테크노폴리스 반도유보라아이비파크
대구광역시,달성군,국공립,예미지더센트럴어린이집,053-616-2727,대구광역시 달성군 유가읍 테크노북로 260 예미지더센트럴
대구광역시,달성군,국공립,우미린더포레스트어린이집,053-611-3315,대구광역시 달성군 유가면 테크노북로9길 16 (우미린더포레스트)
대구광역시,달성군,국공립,제일풍경채센트럴어린이집,053-615-1313,대구광역시 달성군 유가면 테크노대로 165
대구광역시,달성군,국공립,중흥꿈자람어린이집,053-616-5200,대구광역시 달성군 유가읍 테크노순환로 423
대구광역시,달성군,국공립,진아리채어린이집,053-611-3636,대구광역시 달성군 유가읍 테크노대로5길 79 104동 104호
대구광역시,달성군,국공립,풍경채어린이집,053-269-3030,대구광역시 달성군 유가읍 테크노대로 165 214동 103호
대구광역시,달성군,국공립,해솔어린이집,053-615-6615,대구광역시 달성군 유가읍 테크노대로5길 80 205동 104호(호반베르디움 더 클래스)
대구광역시,달성군,국공립,호반베르디움어린이집,053-615-3606,대구광역시 달성군 유가읍 테크노대로5길 58 (호반베르디움)
대구광역시,달성군,국공립,호반아이숲어린이집,053-615-1881,대구광역시 달성군 유가면 테크노대로5길 80
대구광역시,달성군,민간,다연어린이집,053-617-9005,대구광역시 달성군 유가읍 테크노상업로 111 테크노폴리스 4단지
대구광역시,달성군,민간,도아어린이집,053-615-5535,대구광역시 달성군 유가면 테크노대로5길 57 대구테크노폴리스남해오네뜨2차 203동 1층
대구광역시,달성군,민간,민들레어린이집,053-617-7704,대구광역시 달성군 유가읍 테크노북로 164 하나리움퀸즈파크 103동
대구광역시,달성군,민간,비슬어린이집,053-616-9797,대구광역시 달성군 유가면 테크노대로5길 79 대구테크노폴리스진아리채 단지 내
대구광역시,달성군,민간,이화어린이집,053-615-2120,대구광역시 달성군 유가면 테크노북로 165 대구테크노폴리스 화성파크드림 단지 내
대구광역시,달성군,민간,힐데스하임어린이집,053-611-0767,대구광역시 달성군 유가면 테크노북로9길 42 대구테크노 원 힐데스하임 107동 1층
대구광역시,달성군,가정,나무뜰어린이집,053-616-9940,대구광역시 달성군 유가면 테크노대로 195 103동 102호(대구 테크노폴리스 반도유보라 아이비파크)
대구광역시,달성군,가정,아이숲어린이집,053-615-1788,대구광역시 달성군 유가면 테크노대로5길 58 103동 101호(대구테크노폴리스 호반베르디움)
대구광역시,달성군,가정,우미린어린이집,053-615-0258,대구광역시 달성군 유가면 테크노북로9길 16 102동 103호(우미린더포레스트)
대구광역시,달성군,가정,화성파크어린이집,053-242-3354,대구광역시 달성군 유가면 테크노북로 165 104동 101호(대구 테크노폴리스 화성파크드림)
대구광역시,달성군,직장,과학나무공동직장어린이집,053-614-7800,대구광역시 달성군 유가읍 테크노대로6길 20
대구광역시,달성군,직장,달성산단참꽃직장어린이집,053-611-7979,대구광역시 달성군 유가읍 테크노북로6길 26
대구광역시,달성군,국공립,하빈어린이집,053-581-0164,대구광역시 달성군 하빈면 하빈로 404
대구광역시,달성군,국공립,국가산단이다음어린이집,053-616-9050,대구광역시 달성군 현풍읍 국가산단대로70길 41
대구광역시,달성군,국공립,서한이다음어린이집,053-611-1424,대구광역시 달성군 현풍읍 테크노상업로 33
대구광역시,달성군,국공립,일동미라주더파크어린이집,053-617-9669,대구광역시 달성군 현풍면 테크노북로2길 9
대구광역시,달성군,국공립,포산어린이집,053-617-3399,대구광역시 달성군 현풍면 테크노북로2길 10 대구테크노폴리스천년나무1단지(LH)
대구광역시,달성군,국공립,현풍천년나무어린이집,053-617-7771,대구광역시 달성군 현풍면 테크노북로2길 30 대구테크노폴리스천년나무2단지(LH)
대구광역시,달성군,국공립,현풍행복어린이집,053-614-9366,대구광역시 달성군 현풍면 테크노북로4길 27 LH 행복주택 천년나무 3단지
대구광역시,달성군,민간,더퍼스트어린이집,053-611-5100,대구광역시 달성군 현풍면 테크노상업로 49 제일풍경채더퍼스트 단지내
대구광역시,달성군,민간,영재어린이집,053-611-1535,대구광역시 달성군 현풍면 현풍중앙로14길 34
대구광역시,달성군,민간,오네뜨어린이집,053-615-6155,대구광역시 달성군 현풍면 테크노북로4길 11 남해오네뜨1차 108동(뒤)
대구광역시,달성군,민간,자연과학어린이집,053-611-4800,대구광역시 달성군 현풍면 현풍동로25길 17
대구광역시,달성군,민간,현풍아이세상어린이집,053-614-5261,대구광역시 달성군 현풍면 현풍중앙로10길 64
대구광역시,달성군,가정,미라주어린이집,053-292-7900,대구광역시 달성군 현풍면 테크노북로2길 9 109동 104호(대구테크노폴리스일동미라주더파크)
대구광역시,달성군,가정,아이천사어린이집,053-611-1274,대구광역시 달성군 현풍면 테크노상업로 49 109동 105호(제일풍경채더퍼스트)
대구광역시,달성군,직장,DGIST직장어린이집,070-4145-2018,대구광역시 달성군 현풍읍 테크노중앙대로 333 비슬빌리지 302동 1층
대구광역시,달성군,국공립,그린빌어린이집,053-631-0025,대구광역시 달성군 화원읍 명천로 57 관리동
대구광역시,달성군,국공립,꿈땅어린이집,053-635-4055,대구광역시 달성군 화원읍 비슬로512길 20-7
대구광역시,달성군,국공립,꿈의숲어린이집,053-633-9321,대구광역시 달성군 화원읍 명천로 383
대구광역시,달성군,국공립,꿈터어린이집,053-632-1346,대구광역시 달성군 화원읍 명천로17길 30-7
대구광역시,달성군,국공립,명곡어린이집,053-644-0150,대구광역시 달성군 화원읍 명곡로 30
대구광역시,달성군,국공립,별초롱어린이집,053-635-6630,대구광역시 달성군 화원읍 명천로21길 55 화원파크뷰 우방아이유쉘
대구광역시,달성군,국공립,안델센어린이집,053-638-1728,대구광역시 달성군 화원읍 인흥길 41
대구광역시,달성군,국공립,혜원어린이집,053-644-0877,대구광역시 달성군 화원읍 명천로 231
대구광역시,달성군,국공립,화원동화아이위시어린이집,053-634-2120,대구광역시 달성군 화원읍 비슬로510길 20
대구광역시,달성군,국공립,화원이진캐스빌어린이집,053-632-7557,대구광역시 달성군 화원읍 비슬로 2545
대구광역시,달성군,사회복지법인,백설어린이집,053-637-0104,대구광역시 달성군 비슬로502길 14 `
대구광역시,달성군,사회복지법인,예사랑어린이집,053-642-3025,대구광역시 달성군 화원읍 화원로7길 51
대구광역시,달성군,사회복지법인,천내어린이집,053-634-4991,대구광역시 달성군 화원읍 화원로7길 55
대구광역시,달성군,사회복지법인,화남어린이집,053-639-7979,대구광역시 달성군 화원읍 비슬로512길 44
대구광역시,달성군,민간,동그라미어린이집,053-638-6067,대구광역시 달성군 화원읍 비슬로500길 10
대구광역시,달성군,민간,래미안숲속어린이집,053-521-2458,대구광역시 달성군 화원읍 비슬로539길 35
대구광역시,달성군,민간,아이나라어린이집,053-632-7942,대구광역시 달성군 화원읍 성천로24길 12-10
대구광역시,달성군,민간,애플어린이집,053-637-0600,대구광역시 달성군 화원읍 비슬로508길 22
대구광역시,달성군,가정,꿈이있는 어린이집,053-636-6181,대구광역시 달성군 화원읍 성화로4길 13 태왕아파트 103동 101호
대구광역시,달성군,가정,신동아어린이집,053-632-1388,대구광역시 달성군 화원읍 비슬로539길 38 102동 101호
대구광역시,군위군,국공립,군위군립 보듬이나눔이어린이집,054-383-7625,대구광역시 군위군 군위읍 동산새길 46
대구광역시,군위군,사회복지법인,군위어린이집,054-383-2032,대구광역시 군위군 군위읍 군청로 107
대구광역시,군위군,국공립,군위군립 하나어린이집,054-383-5981,대구광역시 군위군 송원3길 30-7
대구광역시,군위군,국공립,군위군립 의흥어린이집,054-382-3887,대구광역시 군위군 읍내2길 17
